B_t,E0_hz,E1_hz,E2_hz,E3_hz,E4_hz,E5_hz,E6_hz,E7_hz,E8_hz,E9_hz,E10_hz,E11_hz,E12_hz,E13_hz,E14_hz,E15_hz
0.8425,-12388794067.5,-12225568934.1,-12060101325.1,-11892325908,-11722173059.2,-11549568461.9,-11374432655,-11196680524.3,11273500694.6,11426747185,11578662473,11729325994.2,11878812045.7,12027190237.3,12174525893.5,12320880411.7
0.845,-12423865759.6,-12260599648.9,-12095095512.2,-11927288382.8,-11757109039.3,-11584483608.8,-11409333120.5,-11231573003.5,11308569390.8,11461774485.4,11613654529.6,11764288468.5,11913750155.6,12062108798.4,12209429355.6,12355772891.6
0.8475,-12458937548.2,-12295630535.7,-12130089923,-11962251105.8,-11792045261.9,-11619398957.9,-11444233709.2,-11266465482.8,11343638210,11496801988,11648646828.5,11799251191,11948688489.2,12097027531.7,12244332914.5,12390665371.6
0.85,-12494009432.5,-12330661593.1,-12165084555.4,-11997214074.9,-11826981724.8,-11654314507.6,-11479134420,-11301357962.3,11378707151.1,11531829690.9,11683639367.7,11834214159.6,11983627044.5,12131946435.7,12279236569.4,12425557851.8
0.8525,-12529081411.7,-12365692819.6,-12200079407.6,-12032177288,-11861918425.9,-11689230255.9,-11514035251.9,-11336250442,11413776213,11566857592.3,11718632145,11869177372.1,12018565819.7,12166865508.9,12314140319.3,12460450332.1
0.855,-12564153485,-12400724213.7,-12235074477.7,-12067140742.8,-11896855363,-11724146201.2,-11548936203.6,-11371142921.7,11448845394.5,11601885690.5,11753625158.3,11904140826.4,12053504812.9,12201784749.9,12349044163.6,12495342812.5
0.8575,-12599225651.6,-12435755774,-12270069763.7,-12102104437.2,-11931792534.1,-11759062341.5,-11583837274.2,-11406035401.6,11483914694.7,11636913983.6,11788618405.5,11939104520.4,12088444022,12236704157.3,12383948101.4,12530235293
0.86,-12634297910.8,-12470787499.2,-12305065263.8,-12137068369.3,-11966729937.1,-11793978675.2,-11618738462.5,-11440927881.6,11518984112.4,11671942470,11823611884.5,11974068452,12123383445.4,12271623729.6,12418852131.9,12565127773.6
0.8625,-12669370261.7,-12505819387.7,-12340060976.2,-12172032536.8,-12001667570,-11828895200.6,-11653639767.4,-11475820361.7,11554053646.5,11706971147.9,11858605593.3,12009032619.1,12158323081.1,12306543465.5,12453756254.4,12600020254.4
0.865,-12704442703.6,-12540851438.3,-12375056899.1,-12206996937.9,-12036605430.7,-11863811915.9,-11688541188,-11510712842,11589123296,11742000015.7,11893599529.9,12043997019.6,12193262927.4,12341463363.5,12488660468.1,12634912735.3
0.8675,-12739515235.7,-12575883649.6,-12410053030.7,-12241961570.4,-12071543517.3,-11898728819.5,-11723442723.2,-11545605322.4,11624193060,11777029071.5,11928593692.4,12078961651.7,12228202982.4,12376383422.4,12523564772.3,12669805216.3
0.87,-12774587857.4,-12610916020.1,-12445049369.2,-12276926432.4,-12106481827.8,-11933645909.7,-11758344371.9,-11580497802.9,11659262937.2,11812058313.8,11963588078.6,12113926513.2,12263143244.4,12411303640.7,12558469166.1,12704697697.4
0.8725,-12809660567.8,-12645948548.7,-12480045912.9,-12311891521.9,-12141420360.3,-11968563184.9,-11793246133.2,-11615390283.5,11694332926.8,11847087740.9,11998582686.7,12148891602.2,12298083711.7,12446224017.2,12593373648.9,12739590178.7
0.875,-12844733366.2,-12680981234,-12515042660,-12346856837,-12176359112.8,-12003480643.4,-11828148006,-11650282764.2,11729403027.7,11882117351.3,12033577514.8,12183856916.8,12333024382.4,12481144550.5,12628278219.9,12774482660
0.8775,-12879806251.8,-12716014074.6,-12550039608.8,-12381822375.7,-12211298083.4,-12038398283.6,-11863049989.3,-11685175245.1,11764473239,11917147143.2,12068572561,12218822455.1,12367965254.9,12516065239.2,12663182878.4,12809375141.5
0.88,-12914879224.1,-12751047069.3,-12585036757.6,-12416788136.2,-12246237270.2,-12073316104,-11897952082.3,-11720067726.1,11799543559.6,11952177115.1,12103567823.3,12253788215.1,12402906327.5,12550986082.2,12698087623.7,12844267623.1
0.8825,-12949952282.3,-12786080216.8,-12620034104.7,-12451754116.5,-12281176671.4,-12108234102.9,-11932854283.8,-11754960207.2,11834613988.6,11987207265.5,12138563300,12288754195,12437847598.6,12585907078.2,12732992455,12879160104.7
0.885,-12985025425.6,-12821113515.9,-12655031648.6,-12486720314.8,-12316116285.2,-12143152278.9,-11967756592.9,-11789852688.4,11869684525.1,12022237592.8,12173558989.1,12323720392.8,12472789066.4,12620828225.8,12767897371.7,12914052586.6
0.8875,-13020098653.4,-12856146965.3,-12690029387.5,-12521686729.3,-12351056109.8,-12178070630.3,-12002659008.8,-11824745169.7,11904755168.1,12057268095.4,12208554888.9,12358686806.8,12507730729.3,12655749523.8,12802802373.1,12948945068.5
0.89,-13055171965,-12891180563.7,-12725027319.8,-12556653358.1,-12385996143.2,-12212989155.7,-12037561530.4,-11859637651.2,11939825916.6,12092298771.9,12243550997.6,12393653435.2,12542672585.7,12690670971.1,12837707458.4,12983837550.5
0.8925,-13090245359.7,-12926214310,-12760025443.9,-12591620199.4,-12420936383.8,-12247907853.6,-12072464156.8,-11894530132.7,11974896769.8,12127329620.7,12278547313.4,12428620276.1,12577614633.9,12725592566.3,12872612627.1,13018730032.6
0.895,-13125318836.8,-12961248202.9,-12795023758.3,-12626587251.6,-12455876829.9,-12282826722.5,-12107366887.2,-11929422614.4,12009967726.7,12162360640.4,12313543834.6,12463587327.8,12612556872.5,12760514308.3,12907517878.4,13053622514.9
0.8975,-13160392395.8,-12996282241.3,-12830022261.4,-12661554512.7,-12490817479.6,-12317745760.9,-12142269720.6,-11964315096.2,12045038786.5,12197391829.5,12348540559.4,12498554588.5,12647499299.9,12795436195.8,12942423211.7,13088514997.2
0.9,-13195466035.8,-13031316423.9,-12865020951.6,-12696521981.1,-12525758331.3,-12352664967.5,-12177172656.2,-11999207578.1,12080109948.2,12232423186.6,12383537486,12533522056.5,12682441914.4,12830358227.8,12977328626.2,13123407479.7
0.9025,-13230539756.3,-13066350749.6,-12900019827.4,-12731489655.1,-12560699383.2,-12387584340.6,-12212075692.9,-12034100060.1,12115181210.9,12267454710.2,12418534612.9,12568489730.1,12717384714.6,12865280402.9,13012234121.4,13158299962.2
0.905,-13265613556.7,-13101385217.3,-12935018887.3,-12766457532.9,-12595640633.7,-12422503879,-12246978830.1,-12068992542.2,12150252573.9,12302486398.9,12453531938.3,12603457607.5,12752327699,12900202720.2,13047139696.7,13193192444.9
0.9075,-13300687436.3,-13136419825.8,-12970018129.8,-12801425612.9,-12630582081.2,-12457423581.3,-12281882066.8,-12103885024.4,12185324036.2,12337518251.4,12488529460.6,12638425687.1,12787270866,12935125178.4,13082045351.3,13228084927.7
0.91,-13335761394.4,-13171454574,-13005017553.3,-12836393893.4,-12665523723.9,-12492343446,-12316785402.2,-12138777506.8,12220395597,12372550266.1,12523527178.1,12673393967.2,12822214214.1,12970047776.3,13116951084.7,13262977410.5
0.9125,-13370835430.5,-13206489460.7,-13040017156.5,-12871362372.8,-12700465560.3,-12527263471.8,-12351688835.4,-12173669989.2,12255467255.4,12407582441.9,12558525089.2,12708362446.1,12857157741.9,13004970513,13151856896.2,13297869893.5
0.915,-13405909544,-13241524484.8,-13075016937.9,-12906331049.4,-12735407588.7,-12562183657.3,-12386592365.6,-12208562471.7,12290539010.6,12442614777.3,12593523192.3,12743331122.3,12892101448,13039893387.2,13186762785.2,13332762376.6
0.9175,-13440983734.1,-13276559645.4,-13110016896,-12941299921.7,-12770349807.7,-12597104001.3,-12421495991.9,-12243454954.4,12325610861.9,12477647270.9,12628521485.8,12778299994.2,12927045330.9,13074816397.9,13221668751.1,13367654859.7
0.92,-13476058000.4,-13311594941.1,-13145017029.4,-12976268987.9,-12805292215.5,-12632024502.3,-12456399713.6,-12278347437.1,12360682808.3,12512679921.5,12663519968.2,12813269060.1,12961989389.2,13109739543.9,13256574793.3,13402547343
0.9225,-13511132342.2,-13346630371.1,-13180017336.7,-13011238246.7,-12840234810.7,-12666945159.1,-12491303529.9,-12313239920,12395754849.1,12547712727.8,12698518637.9,12848238318.4,12996933621.4,13144662824.3,13291480911.2,13437439826.4
0.925,-13546206759,-13381665934.3,-13215017816.6,-13046207696.3,-12875177591.7,-12701865970.4,-12526207439.9,-12348132402.9,12430826983.5,12582745688.5,12733517493.3,12883207767.7,13031878026.2,13179586237.9,13326387104.2,13472332309.9
0.9275,-13581281250.1,-13416701629.5,-13250018467.6,-13081177335.4,-12910120557,-12736786934.9,-12561111442.9,-12383024886,12465899210.7,12617778802.2,12768516533,12918177406.3,13066822602.3,13214509783.8,13361293371.7,13507224793.4
0.93,-13616355814.9,-13451737455.7,-13285019288.4,-13116147162.2,-12945063705.2,-12771708051.3,-12596015538.1,-12417917369.1,12500971529.9,12652812067.8,12803515755.4,12953147232.8,13101767348.1,13249433460.7,13396199713.2,13542117277.1
0.9325,-13651430453,-13486773412,-13320020277.6,-13151117175.4,-12980007034.6,-12806629318.4,-12630919724.8,-12452809852.4,12536043940.3,12687845483.9,12838515159.1,12988117245.6,13136712262.5,13284357267.9,13431106128,13577009760.8
0.935,-13686505163.7,-13521809497.3,-13355021434,-13186087373.5,-13014950543.8,-12841550735,-12665824002.1,-12487702335.7,12571116441.3,12722879049.4,12873514742.6,13023087443.2,13171657344.1,13319281204.1,13466012615.7,13611902244.7
0.9375,-13721579946.5,-13556845710.6,-13390022756.1,-13221057754.9,-13049894231.5,-12876472299.8,-12700728369.3,-12522594819.2,12606189032,12757912763,12908514504.4,13058057824.3,13206602591.5,13354205268.5,13500919175.5,13646794728.6
0.94,-13756654800.8,-13591882050.9,-13425024242.8,-13256028318.2,-13084838096.1,-12911394011.6,-12735632825.7,-12557487302.7,12641261711.7,12792946623.5,12943514443.1,13093028387.2,13241548003.4,13389129460,13535825807.1,13681687212.7
0.9425,-13791729726.1,-13626918517.2,-13460025892.6,-13290999062,-13119782136.2,-12946315869.2,-12770537370.5,-12592379786.4,12676334479.7,12827980629.7,12978514557.3,13127999130.6,13276493578.6,13424053777.6,13570732509.8,13716579696.8
0.945,-13826804721.8,-13661955108.5,-13495027704.3,-13325969984.8,-13154726350.5,-12981237871.5,-12805442003,-12627272270.1,12711407335.3,12863014780.5,13013514845.6,13162970053.1,13311439315.7,13458978220.3,13605639283,13751472181
0.9475,-13861879787.4,-13696991824,-13530029676.7,-13360941085.2,-13189670737.5,-13016160017.2,-12840346722.5,-12662164754,12746480277.6,12898049074.6,13048515306.5,13197941153.1,13346385213.6,13493902787.2,13640546126.4,13786364665.3
0.95,-13896954922.4,-13732028662.5,-13565031808.5,-13395912361.8,-13224615295.8,-13051082305.2,-12875251528.3,-12697057237.9,12781553306.1,12933083510.9,13083515938.7,13232912429.4,13381331270.9,13528827477.4,13675453039.2,13821257149.7
0.9525,-13932030126.2,-13767065623.2,-13600034098.5,-13430883813.3,-13259560024.1,-13086004734.4,-12910156419.6,-12731949721.9,12816626420,12968118088.3,13118516740.9,13267883880.5,13416277486.5,13563752289.8,13710360021,13856149634.2
0.955,-13967105398.3,-13802102705.2,-13635036545.4,-13465855438.3,-13294504921.1,-13120927303.6,-12945061395.9,-12766842206,12851699618.6,13003152805.6,13153517711.7,13302855505.1,13451223859,13598677223.6,13745267071.3,13891042118.8
0.9575,-14002180738.2,-13837139907.5,-13670039148,-13500827235.3,-13329449985.4,-13155850011.7,-12979966456.3,-12801734690.2,12886772901.2,13038187661.6,13188518849.7,13337827301.8,13486170387.4,13633602277.8,13780174189.6,13925934603.5
0.96,-14037256145.4,-13872177229.2,-13705041905.2,-13535799203.1,-13364395215.6,-13190772857.6,-13014871600.2,-12836627174.5,12921846267.2,13073222655.4,13223520153.6,13372799269.2,13521117070.3,13668527451.6,13815081375.3,13960827088.2
0.9625,-14072331619.3,-13907214669.4,-13740044815.7,-13570771340.4,-13399340610.5,-13225695840.3,-13049776827,-12871519658.9,12956919715.9,13108257785.8,13258521622.2,13407771406.1,13556063906.6,13703452743.9,13849988627.9,13995719573.1
0.965,-14107407159.6,-13942252227.1,-13775047878.3,-13605743645.7,-13434286168.9,-13260618958.5,-13084682135.9,-12906412143.4,12991993246.5,13143293051.7,13293523254.1,13442743711.2,13591010895.1,13738378153.9,13884895946.9,14030612058
0.9675,-14142482765.6,-13977289901.6,-13810051092,-13640716117.9,-13469231889.3,-13295542211.2,-13119587526.3,-12941304628,13027066858.6,13178328452,13328525048.1,13477716183,13625958034.6,13773303680.7,13919803331.9,14065504543
0.97,-14177558436.9,-14012327691.9,-13845054455.5,-13675688755.7,-13504177770.5,-13330465597.5,-13154492997.6,-12976197112.6,13062140551.3,13213363985.7,13363527002.9,13512688820.4,13660905324.1,13808229323.4,13954710782.3,14100397028.1
0.9725,-14212634173.1,-14047365597.1,-13880057967.7,-13710661557.6,-13539123811.4,-13365389116.1,-13189398549.1,-13011089597.3,13097214324.1,13248399651.7,13398529117.2,13547661622.1,13695852762.3,13843155081.2,13989618297.6,14135289513.3
0.975,-14247709973.5,-14082403616.5,-13915061627.5,-13745634522.6,-13574070010.6,-13400312766.1,-13224304180.1,-13045982082.2,13132288176.3,13283435449,13433531389.8,13582634586.7,13730800348.1,13878080953.1,14024525877.4,14170181998.6
0.9775,-14282785837.8,-14117441749,-13950065433.7,-13780607649.4,-13609016366.9,-13435236546.5,-13259209890.1,-13080874567.1,13167362107.3,13318471376.5,13468533819.5,13617607713.1,13765748080.5,13913006938.4,14059433521.3,14205074483.9
0.98,-14317861765.5,-14152479994,-13985069385.3,-13815580936.6,-13643962879.1,-13470160456.2,-13294115678.4,-13115767052.1,13202436116.4,13353507433.3,13503536405,13652581000,13800695958.2,13947933036.2,14094341228.6,14239966969.4
0.9825,-14352937756.1,-14187518350.5,-14020073481.1,-13850554383.2,-13678909546,-13505084494.2,-13329021544.4,-13150659537.2,13237510203.2,13388543618.3,13538539145.2,13687554446.2,13835643980.3,13982859245.6,14129248999,14274859454.9
0.985,-14388013809.1,-14222556817.7,-14055077720.2,-13885527987.8,-13713856366.5,-13540008659.5,-13363927487.5,-13185552022.3,13272584366.8,13423579930.5,13573542038.9,13722528050.5,13870592145.6,14017785565.8,14164156831.9,14309751940.5
0.9875,-14423089924.1,-14257595394.8,-14090082101.3,-13920501749.3,-13748803339.2,-13574932951.2,-13398833507,-13220444507.6,13307658606.8,13458616368.9,13608545084.9,13757501811.7,13905540453,14052711996,14199064727,14344644426.1
0.99,-14458166100.6,-14292634081,-14125086623.5,-13955475666.5,-13783750463.2,-13609857368.2,-13433739602.5,-13255336992.9,13342732922.5,13493652932.7,13643548281.9,13792475728.6,13940488901.5,14087638535.4,14233972683.8,14379536911.9
0.9925,-14493242338.3,-14327672875.5,-14160091285.6,-13990449738.2,-13818697737.1,-13644781909.6,-13468645773.2,-13290229478.4,13377807313.3,13528689620.7,13678551629,13827449800,13975437490.1,14122565183.2,14268880701.8,14414429397.7
0.995,-14528318636.5,-14362711777.5,-14195096086.7,-14025423963.3,-13853645160,-13679706574.4,-13503552018.5,-13325121963.9,13412881778.7,13563726432,13713555124.9,13862424024.8,14010386217.6,14157491938.6,14303788780.5,14449321883.6
0.9975,-14563394995,-14397750786.1,-14230101025.7,-14060398340.6,-13888592730.5,-13714631361.7,-13538458338.1,-13360014449.4,13447956318.1,13598763365.7,13748558768.5,13897398401.7,14045335083.1,14192418800.7,14338696919.6,14484214369.6
1,-14598471413.3,-14432789900.7,-14265106101.6,-14095372868.9,-13923540447.7,-13749556270.5,-13573364731.1,-13394906935.1,13483030930.9,13633800420.9,13783562558.6,13932372929.8,14080284085.6,14227345768.9,14373605118.6,14519106855.7
